file,ground_truth,predicted,confidence,correct,processing_time_ms
Khoai_tay\khoai_tay_9.jpg,Khoai tây,Khoai tây,0.0,True,97.8
Nam\nam_1.jpg,Nấm,Cà chua,0.0,False,122.0
Nam\nam_10.jpg,Nấm,Cà chua,0.0,False,104.26
Nam\nam_2.jpg,Nấm,Cà chua,0.0,False,106.14
Nam\nam_3.jpg,Nấm,Nấm,0.0,True,104.23
Nam\nam_4.jpg,Nấm,Cà chua,0.0,False,105.04
Nam\nam_5.jpg,Nấm,Nấm,0.0,True,113.97
Nam\nam_6.jpg,Nấm,Khoai lang,0.0,False,97.75
Nam\nam_7.jpg,Nấm,Khoai tây,0.0,False,99.34
Nam\nam_8.jpg,Nấm,Khoai tây,0.0,False,97.92
Nam\nam_9.jpg,Nấm,Nấm,0.0,True,99.81
Rau_cai\rau_cai_1.jpg,Rau cải,Cà chua,0.0,False,112.43
Rau_cai\rau_cai_10.jpg,Rau cải,Khoai lang,0.0,False,105.85
Rau_cai\rau_cai_11.jpg,Rau cải,Cà chua,0.0,False,99.81
Rau_cai\rau_cai_12.jpg,Rau cải,Khoai lang,0.0,False,96.73
Rau_cai\rau_cai_2.jpg,Rau cải,Khoai lang,0.0,False,90.93
Rau_cai\rau_cai_3.jpg,Rau cải,Cà chua,0.0,False,114.79
Rau_cai\rau_cai_4.jpg,Rau cải,Rau cải,0.0,True,107.93
Rau_cai\rau_cai_5.jpg,Rau cải,Rau cải,0.0,True,113.38
Rau_cai\rau_cai_6.jpg,Rau cải,Rau cải,0.0,True,129.29
Rau_cai\rau_cai_7.jpg,Rau cải,Rau cải,0.0,True,282.32
Rau_cai\rau_cai_8.jpg,Rau cải,Rau cải,0.0,True,95.74
Rau_cai\rau_cai_9.jpg,Rau cải,Cà chua,0.0,False,101.58
Sua\sua_1.jpg,Sữa,Sữa,0.0,True,95.74
Sua\sua_10.jpg,Sữa,Sữa,0.0,True,98.46
Sua\sua_2.jpg,Sữa,Sữa,0.0,True,101.93
Sua\sua_3.jpg,Sữa,Sữa,0.0,True,104.79
Sua\sua_4.jpg,Sữa,Sữa,0.0,True,100.4
Sua\sua_5.jpg,Sữa,Sữa,0.0,True,103.79
Sua\sua_7.jpg,Sữa,Sữa,0.0,True,93.05
Sua\sua_8.jpg,Sữa,Sữa,0.0,True,106.6
Sua\sua_9.jpg,Sữa,Sữa,0.0,True,103.39
Tao\tao_1.jpg,Táo,Táo,0.0,True,104.38
Tao\tao_10.jpg,Táo,Táo,0.0,True,114.84
Tao\tao_2.jpg,Táo,Táo,0.0,True,108.62
Tao\tao_3.jpg,Táo,Táo,0.0,True,111.92
Tao\tao_4.jpg,Táo,Táo,0.0,True,100.03
Tao\tao_5.jpg,Táo,Táo,0.0,True,108.77
Tao\tao_6.jpg,Táo,Táo,0.0,True,95.78
Tao\tao_7.jpg,Táo,Táo,0.0,True,97.52
Tao\tao_8.jpg,Táo,Táo,0.0,True,114.32
Tao\tao_9.jpg,Táo,Khoai lang,0.0,False,124.55
Thit_bo\beef_1.jpg,Thịt bò,Sữa,0.0,False,100.63
Thit_bo\beef_10.jpg,Thịt bò,Thịt bò,0.0,True,102.72
Thit_bo\beef_3.jpg,Thịt bò,Thịt bò,0.0,True,98.64
Thit_bo\beef_4.jpg,Thịt bò,Thịt bò,0.0,True,92.17
Thit_bo\beef_5.jpg,Thịt bò,Thịt bò,0.0,True,101.79
Thit_bo\beef_6.jpg,Thịt bò,Thịt bò,0.0,True,97.34
Thit_bo\beef_7.jpg,Thịt bò,Thịt bò,0.0,True,94.95
Thit_bo\beef_8.jpg,Thịt bò,Thịt bò,0.0,True,101.33
Thit_bo\beef_9.jpg,Thịt bò,Thịt bò,0.0,True,110.12
Thit_ga\chicken_1.jpg,Thịt gà,Thịt gà,0.0,True,112.12
Thit_ga\chicken_10.jpg,Thịt gà,Thịt gà,0.0,True,98.71
Thit_ga\chicken_11.jpg,Thịt gà,Thịt gà,0.0,True,104.01
Thit_ga\chicken_2.jpg,Thịt gà,Thịt gà,0.0,True,97.41
Thit_ga\chicken_3.jpg,Thịt gà,Thịt gà,0.0,True,92.51
Thit_ga\chicken_4.jpg,Thịt gà,Cam,0.0,False,97.36
Thit_ga\chicken_5.jpg,Thịt gà,Thịt gà,0.0,True,91.73
Thit_lon\thit_lon_10.jpg,Thịt lợn,Thịt lợn,0.0,True,88.65
Thit_lon\thit_lon_2.jpg,Thịt lợn,Bí đỏ,0.0,False,111.18
Thit_lon\thit_lon_4.jpg,Thịt lợn,Thịt lợn,0.0,True,93.48
Thit_lon\thit_lon_8.jpg,Thịt lợn,Thịt bò,0.0,False,99.58
Thit_lon\thit_lon_9.jpg,Thịt lợn,Thịt bò,0.0,False,95.11
Tom\tom_1.jpg,Tôm,Tôm,0.0,True,93.42
Tom\tom_11.jpg,Tôm,Tôm,0.0,True,107.04
Tom\tom_2.jpg,Tôm,Tôm,0.0,True,109.59
Tom\tom_3.jpg,Tôm,Tôm,0.0,True,107.43
Tom\tom_4.jpg,Tôm,Tôm,0.0,True,94.96
Tom\tom_6.jpg,Tôm,Tôm,0.0,True,110.72
Tom\tom_7.jpg,Tôm,Tôm,0.0,True,97.6
Tom\tom_9.jpg,Tôm,Tôm,0.0,True,101.39
Trung\trung_1.jpg,Trứng,Trứng,0.0,True,90.19
Trung\trung_10.jpg,Trứng,Trứng,0.0,True,124.77
Trung\trung_2.jpg,Trứng,Trứng,0.0,True,90.63
Trung\trung_3.jpg,Trứng,Trứng,0.0,True,96.27
Trung\trung_4.jpg,Trứng,Trứng,0.0,True,89.96
Trung\trung_5.jpg,Trứng,Trứng,0.0,True,93.07
Trung\trung_6.jpg,Trứng,Trứng,0.0,True,105.33
Trung\trung_7.jpg,Trứng,Trứng,0.0,True,93.87
Trung\trung_8.jpg,Trứng,Trứng,0.0,True,91.21
Trung\trung_9.jpg,Trứng,Trứng,0.0,True,97.77
Xuc_xich\xuc_xich_1.jpg,Xúc xích,Xúc xích,0.0,True,90.62
Xuc_xich\xuc_xich_10.jpg,Xúc xích,Khoai lang,0.0,False,97.46
Xuc_xich\xuc_xich_11.jpg,Xúc xích,Xúc xích,0.0,True,100.52
Xuc_xich\xuc_xich_2.jpg,Xúc xích,Xúc xích,0.0,True,97.6
Xuc_xich\xuc_xich_3.jpg,Xúc xích,Khoai tây,0.0,False,97.25
Xuc_xich\xuc_xich_4.jpg,Xúc xích,Xúc xích,0.0,True,102.45
Xuc_xich\xuc_xich_5.jpg,Xúc xích,Xúc xích,0.0,True,100.81
Xuc_xich\xuc_xich_6.jpg,Xúc xích,Xúc xích,0.0,True,111.27
Xuc_xich\xuc_xich_8.jpg,Xúc xích,Khoai tây,0.0,False,94.87
Xuc_xich\xuc_xich_9.jpg,Xúc xích,Xúc xích,0.0,True,91.38
Yen_mach\yen_mach_1.jpg,Yến mạch,Yến mạch,0.0,True,103.21
Yen_mach\yen_mach_10.jpg,Yến mạch,Yến mạch,0.0,True,110.82
Yen_mach\yen_mach_11.jpg,Yến mạch,Yến mạch,0.0,True,105.41
Yen_mach\yen_mach_2.jpg,Yến mạch,Yến mạch,0.0,True,98.85
Yen_mach\yen_mach_3.jpg,Yến mạch,Yến mạch,0.0,True,100.75
Yen_mach\yen_mach_4.jpg,Yến mạch,Cà chua,0.0,False,104.92
Yen_mach\yen_mach_5.jpg,Yến mạch,Yến mạch,0.0,True,103.49
Yen_mach\yen_mach_6.jpg,Yến mạch,Yến mạch,0.0,True,109.19
Yen_mach\yen_mach_7.jpg,Yến mạch,Cơm,0.0,False,112.37
Yen_mach\yen_mach_8.jpg,Yến mạch,Cam,0.0,False,95.27
Yen_mach\yen_mach_9.jpg,Yến mạch,Yến mạch,0.0,True,97.22
